Codice Articolo,Descrizione Articolo,Inventario,Lob Associata,Lob Associata Cleaned,LOB Cleaning Decision,desc_token_count,desc_token_outlier
FP6X88MTG,PLUG 6A PANDUIT,Inventario,1008,1008,unchanged,3,0
FP7030-TAM-1Y,"Cisco FirePOWER 7030 IPS, Apps and AMP 1YR Service Subs",Inventario,6001,6001,unchanged,10,0
FP7030-TAM-LIC=,"Cisco FirePOWER 7030 IPS, Apps and AMP Service Licenses",Inventario,6001,6001,unchanged,9,0
FP7050-TAM-1Y,"SVP Cisco FirePOWER 7050 IPS, Apps and AMP 1YR Service Subs",Inventario,6001,6001,unchanged,11,0
FP7050-TAM-LIC=,"Cisco FirePOWER 7050 IPS, Apps and AMP Service Licenses",Inventario,6001,6001,unchanged,9,0
FPCL508,"Cavo ottico 8 fibre 50/125 (OM2) MM LSZH, Central Loose Tube",Inventario,1008,1008,unchanged,12,0
FPCWLCUC11-RF005,PIGTAIL LC SM TeraSPEED 8.3/125 - 5 ft,Inventario,1001,1001,unchanged,9,0
FPCXLCUC11-RF005,PIGTAIL LC MM LAZRSPEED 550 - 5 FT,Inventario,1001,1001,unchanged,7,0
FPR1000-ASA,Cisco Firepower 1000 Standard ASA License,Inventario,6001,6001,unchanged,6,0
FPR1010-BUN,Cisco Firepower 1010 Master Bundle,Inventario,6001,6001,unchanged,5,0
FPR1010E-NGFW-K9,"Cisco Firepower 1010E NGFW Non-POE Appliance, Desktop",Inventario,6001,6001,unchanged,8,0
FPR1010-FTD-HA-BUN,"Cisco Firepower 1010 Threat Defense Chss,Subs HA Bundle",Inventario,6001,6001,unchanged,9,0
FPR1010-NGFW-K9,"Cisco Firepower 1010 NGFW Appliance, Desktop",Inventario,6001,6001,unchanged,6,0
FPR1010T-SBE,Cisco Secure Firewall FPR1010 Small Business Edition,Inventario,6001,6001,unchanged,7,0
FPR1010T-SBE-3Y,"Cisco FPR1010 Small Business Edition, 3Y Subs",Inventario,6001,6001,unchanged,7,0
FPR1010T-TMC,"Cisco FPR1010 Threat Defense Threat, Malware and URL License",Inventario,6001,6001,unchanged,9,0
FPR1120-BUN,Cisco Firepower 1120 Master Bundle,Inventario,6001,6001,unchanged,5,0
FPR1120-NGFW-K9,"Cisco Firepower 1120 NGFW Appliance, 1U",Inventario,6001,6001,unchanged,6,0
FPR1120-P,Cisco Defense Orchestrator for Firepower 1120,Inventario,6001,6001,unchanged,6,0
FPR1120T-TMC,"Cisco FPR1120 Threat Defense Threat, Malware and URL License",Inventario,6001,6001,unchanged,9,0
FPR1140-ASA-K9,"Cisco Firepower 1140 ASA Appliance, 1U",Inventario,6001,6001,unchanged,6,0
FPR1140-NGFW-K9,"Cisco Firepower 1140 NGFW Appliance, 1U",Inventario,6001,6001,unchanged,6,0
FPR1140T-TM,Cisco FPR1140 Threat Defense Threat and Malware License,Inventario,2,2999,fix_by_name_prefix2,8,0
FPR1K-DT-ACY-KIT,Cisco Firepower 1K Series Accessory Kit for FPR-1010,Inventario,6001,6001,unchanged,9,0
FPR1K-DT-PWR-AC,Cisco Firepower 1K Series 115W Power Adapter for FPR-1010,Inventario,6001,6001,unchanged,10,0
FPR1K-DT-RACK-MNT=,Cisco Firepower 1K Series Rackmount Kit for FPR-1010,Inventario,6001,6001,unchanged,9,0
FPR1K-EXCLUDE-SUBS,Cisco Firepower 1000 Series - Exclude Subscriptions,Inventario,6001,6001,unchanged,6,0
FPR1K-RM-ACY-KIT,Cisco Firepower 1K Series Accessory Kit for FPR-1120/1140,Inventario,6001,6001,unchanged,10,0
FPR1K-RM-SSD200-,Cisco Firepower 1K Series 200GB for FPR-1120/1140,Inventario,6001,6001,unchanged,9,0
FPR2110-ASA-K9,"Cisco Firepower 2110 ASA Appliance, 1U",Inventario,6001,6001,unchanged,6,0
FPR2110-NGFW-K9,"Cisco Firepower 2110 NGFW Appliance, 1U",Inventario,6001,6001,unchanged,6,0
FPR2120-BUN,Cisco Firepower 2120 Master Bundle,Inventario,6001,6001,unchanged,5,0
FPR2120-NGFW-K9,"Cisco Firepower 2120 NGFW Appliance, 1U",Inventario,6001,6001,unchanged,6,0
FPR2130-FTD-HA-BUN,"Cisco Firepower 2130 Threat Defense Chss,Subs HA Bundle",Inventario,6001,6001,unchanged,9,0
FPR2130-NGFW-K9,"Cisco Firepower 2130 NGFW Appliance, 1U, 1 x NetMod Bay",Inventario,6001,6001,unchanged,10,0
FPR2K-EXCLUDE-SUBS,Cisco Firepower 2100 Series - Exclude Subscriptions,Inventario,6001,6001,unchanged,6,0
FPR2K-SSD100,Firepower 2000 Series SSD for FPR-2110/2120,Inventario,6001,6001,unchanged,8,0
FPR2K-SSD100-RF,Firepower 2000 Series SSD for FPR-2110/2120 REMANUFACTURED,Inventario,6001,6001,unchanged,9,0
FPR2K-SSD-BBLKD,Firepower 2000 Series SSD Slot Carrier,Inventario,6001,6001,unchanged,6,0
FPR-LTP-QR-LBL,Cisco Firepower QR Label - Internal Use Only,Inventario,6001,6001,unchanged,7,0
FPS6X88MTG,PANDUIT - Plug RJ45 modulare Cat6A FTP TX6A,Inventario,1008,1008,unchanged,7,0
FQC-08913,Microsoft OEM Windows Professional 10 64Bit Italian 1 pack DSP OEI DVD,Inventario,3002,3002,unchanged,12,0
FQC-08929,Licenza OEM Windows 10 Pro 64-bit,Inventario,3002,3002,unchanged,7,0
FQC-09525,WinPro 10 SNGL Upgrd OLP NL,Inventario,3002,3002,unchanged,6,0
FQC-10538,Licenza Windows 11 pro OEM,Inventario,3002,3002,unchanged,5,0
FQC-10572,Windows 11 Pro 64-bit,Inventario,3002,3002,unchanged,5,0
FRANGISOLE VR90,TENDA FRANGISOLE VR90,Inventario,99001,99001,unchanged,3,0
"FROCPR3G1,5M","FRO 3G1,5 UNEL CON G/V 450/750V CPR CCA MAT",Inventario,1002,1002,unchanged,12,0
FROCPR4X0.5M,"FRO 4X0,5 300/500V CPR CCA DIN47100 MAT",Inventario,1002,1002,unchanged,9,0
"FROR 2X1,0U MA",Cavo FROR16 2x1,Inventario,1002,1002,unchanged,3,0
FROR-FLT 8X050,CAVO FILTUBO 8X050,Inventario,1002,1002,unchanged,3,0
FRZTL77L001M001,"OM4 12-Fiber Interconnect LSZH, PanMPO Female to PanMPO Female, Polarity B, Ultra Low IL, 1 M",Inventario,1008,1008,unchanged,17,0
FRZTL77L001M002,"OM4 12-Fiber Interconnect LSZH, PanMPO Female to PanMPO Female, Polarity B, Ultra Low IL, 2 M",Inventario,1008,1008,unchanged,17,0
FRZTL77L001M003,"OM4 12-Fiber Interconnect LSZH, PanMPO Female to PanMPO Female, Polarity B, Ultra Low IL, 3 M",Inventario,1008,1008,unchanged,17,0
FRZTL77L001M005,"OM4 12-Fiber Interconnect LSZH, PanMPO Female to PanMPO Female, Polarity B, Ultra Low IL, 5 M",Inventario,1008,1008,unchanged,17,0
FRZTL77L001M007,"OM4 12-Fiber Interconnect LSZH, PanMPO Female to PanMPO Female, Polarity B, Ultra Low IL, 7 M",Inventario,1008,1008,unchanged,17,0
FRZTL77Y001M003,bretella ottica mpo 3 mt,Inventario,1008,1008,unchanged,5,0
FRZTL77Y001M005,"OM4 12-Fiber Interconnect, LSZH,PanMPO Female to PanMPO Female,Polarity B, Optimized IL, 5 M",Inventario,1008,1008,unchanged,16,0
FS-1048E,Layer 2/3 FortiGate switch controller compatible switch with 48 x GE/10GE SFP/SFP+ slots,Inventario,6007,6007,unchanged,16,0
FS-108E-POE,Layer 2 FortiGate switch controller compatible PoE+ switch w,Inventario,6007,6007,unchanged,9,0
FS-108F-FPOE,L2+ management switch with 8xGE + 2xSFP + 1xRJ45 console and automatic limited 130W POE,Inventario,6007,6007,unchanged,13,0
FS-108F-POE,Fanless L2+ management switch with 8xGE + 2xSFP + 1xRJ45 console and automatic limited 65W POE,Inventario,6007,6007,unchanged,14,0
FS-124F,FortiSwitch-124F is a performance/price competitive switch with 24x GE port + 4x SFP+ port + 1x RJ45,Inventario,6007,6007,unchanged,17,0
FS-124F-POE,"L2+ managed POE switch with 24GE ports, 12 of which are POE+, 4SFP+, max 185W limit and smart fan te",Inventario,6007,6007,unchanged,20,1
FS-148E-POE,"L2+ managed POE switch with 48GE +4SFP, 24 ports POE with max370W POE limit",Inventario,6007,6007,unchanged,14,0
FS-148F-FPOE,FortiSwitch-148F-FPOE L2+ 48x GE port + 4x SFP+ port + 1x RJ45 console,Inventario,6007,6007,unchanged,13,0
FS-148F-POE,FortiSwitch-148F-POE is a performance/price competitive L2+management switch with 48x GE port + 4x S,Inventario,6007,6007,unchanged,17,0
FS220713101241,THEMIS L165 0713 25W 3K CLD-D-D BIA,Inventario,2014,2014,unchanged,9,0
FS224E-POE,"Layer 2/3 FortiGate switch controller compatible PoE+ switch with 24 x GE RJ45 ports, 4 x GE SFP, wi",Inventario,6007,6007,unchanged,20,1
FS-224E-POE,"Layer 2/3 FortiGate switch controller compatible PoE+ switch with 24 x GE RJ45 ports, 4 x GE SFP, wi",Inventario,6007,6007,unchanged,20,1
FS-248E-FPOE,"Layer 2/3 FortiGate switch controller compatible PoE+ switch with 48 x GE RJ45 ports, 4 x GE SFP, wi",Inventario,6007,6007,unchanged,20,1
FS-248-FPOE,"Layer 2/3 FortiGate switch controller compatible PoE+ switch with 48 x GE RJ45 ports, 4 x GE SFP",Inventario,6007,6007,unchanged,19,1
FS2ELQ1Q1NNM001,OM4+ Sig Core 2-fiber 1.6mm jacket LSZH patch cord LC Push-P,Inventario,1008,1008,unchanged,14,0
FS2ELQ1Q1NNM0010,BRETELLA OM4+ SIG CORE LC-LC DUPLEX PUSH-PULL MT.10,Inventario,1008,1008,unchanged,11,0
FS2ELQ1Q1NNM002,OM4+ Sig Core 2-fiber 1.6mm jacket LSZH patch cord LC Push-P,Inventario,1008,1008,unchanged,14,0
FS2ELQ1Q1NNM003,OM4+ Sig Core 2-fiber 1.6mm jacket LSZH patch cord LC Push-P,Inventario,1008,1008,unchanged,14,0
FS2ELQ1Q1NNM005,"""Patch FO 5 mtBRETELLA OM4+ SIG CORE LC-LC DUPLEX PUSH-PULL",Inventario,1008,1008,unchanged,12,0
FS-424E-FIBER,FortiSwitch-424E-Fiber,Inventario,6007,6007,unchanged,3,0
FS-448E,"Layer 2/3 FortiGate switch controller compatible switchwith 48 x GE RJ45 ports, 4 x 10 GE SFP+",Inventario,6007,6007,unchanged,18,1
FS-448E-POE,"Layer 2/3 FortiGate switch controller compatible PoE+ switch with 48 x GE RJ45 ports, 4 x 10 GE SFP+",Inventario,6007,6007,unchanged,20,1
FS-AC-1001-U,"APC NetShelter Pod Containment, Air Sealing Kit",Inventario,17001,17001,unchanged,7,0
FS-AC-1002-U,HyperPod Accessories - Barra forma H per la tenuta d'aria,Inventario,17001,17001,unchanged,10,0
FS-AC-1003-U,HyperPod Accessories - Tenuta a C,Inventario,17001,17001,unchanged,5,0
FS-AC-2001-U,"APC NetShelter Pod Containment, Row Length Brush Strip",Inventario,17001,17001,unchanged,8,0
FS-AC-3001-B,Immagine prodotto FS-AC-3001-B Schneider ElectricImmagine prodotto APC Brand Schneider ElectricImmag,Inventario,17001,17001,unchanged,13,0
FS-AC-3002-B,Immagine prodotto FS-AC-3002-B Schneider ElectricImmagine prodotto APC Brand Schneider ElectricImmag,Inventario,17001,17001,unchanged,13,0
FS-AC-3003-B,"APC NetShelter Pod Containment, Mini Cantilever Arms",Inventario,17001,17001,unchanged,7,0
FS-AC-4008-B,"HyperPod Accessory - Aisle Crossover Tray, 3-4ft Aisle",Inventario,17001,17001,unchanged,8,0
FS-AC-5005-B,HyperPod Accessory - 42-52U Rack Blanking Panel 300mm,Inventario,17001,17001,unchanged,8,0
FS-AC-5006-B,HyperPod - Pannello cieco per rack 42-52U 600mm,Inventario,17001,17001,unchanged,8,0
FS-AC-5008-B,"APC NetShelter Pod Containment, Rack Blanking Panel, 800 mm, for 42 to 52U",Inventario,17001,17001,unchanged,13,0
FS-AC-6001-B,"APC NetShelter Pod Containment, Lighting Kit Bracket",Inventario,17001,17001,unchanged,7,0
FS-AC-8004-U,"APC NetShelter Pod Containment, Rack Height Adapter, 800 mm",Inventario,17001,17001,unchanged,9,0
FSBX-D-CP12-R,Advanced Malware Detection Cloud - Web Software,Inventario,6016,6016,unchanged,6,0
FSBX-X-CP12-R,Advanced Malware Detection Cloud - Web Software,Inventario,6016,6016,unchanged,6,0
FSC00232K,TASSELLO TAM 8 C/VITE,Inventario,1002,1002,unchanged,5,0
FSC02305B,FIS V ZERO300 T (1cart.300ml+2xFISMRPLUS,Inventario,1002,1002,unchanged,7,0
FSC24,"SpliceChip24Position,EA",Inventario,1008,1008,unchanged,2,0
F-SCBSML24TH,Samsung Care Smart Light - 24 mesi,Inventario,3004,3004,unchanged,6,0
FS-CTR-NFR,CTR/A COPPER NFR UNIT,Inventario,6004,6004,unchanged,5,0
FS-CTR-NFR-1Y,BASIC SUPPORT FOR NFR CTR/A COPPER,Inventario,6004,6004,unchanged,7,0
FS-DR-1001-B,"APC NetShelter Pod Containment, Dual Sliding Doors",Inventario,17001,17001,unchanged,7,0
FS-DR-2003-B,"APC NetShelter Pod Containment, Door Frame, 3 to 4 ft Aisle",Inventario,17001,17001,unchanged,11,0
FS-FM-1002-B,"APC NetShelter Pod Containment, Vertical Post, Set of 2, Tall Frame, 10.5 ft",Inventario,17001,17001,unchanged,14,0
FS-FM-2003-B,"APC NetShelter Pod Containment, Aisle Width Beam, Set of 1, 4 ft",Inventario,17001,17001,unchanged,12,0
FS-FM-3001-B,"APC NetShelter Pod Containment, Aisle Length Beam, Set of 2, 8 to 12 ft",Inventario,17001,17001,unchanged,14,0
FS-FM-4005-B,"APC NetShelter Pod Containment, Aisle End Panel, Set of 2, Short Frame, 4 ft",Inventario,17001,17001,unchanged,14,0
FS-FM-4006-B,"APC NetShelter Pod Containment, Aisle End Panel, Set of 2, Tall Frame, 4 ft",Inventario,17001,17001,unchanged,14,0
FS-FM-5001-B,"APC NetShelter Pod Containment, Aisle Stop Rail, Set of 2, 8 to 12 ft",Inventario,17001,17001,unchanged,14,0
FSM70S,giuntatrice Fujikura mod. FSM70S (Tecnologia con allineament,Inventario,99001,99001,unchanged,7,0
FSP:GATS60Z00ITSV1,"SP XTEND 12M OS,9X5,4H RT",Non in inventario,3004,3004,unchanged,7,0
FSP:GATS60Z00ITSV2,"SP Xtend 12m OS,9x5,4h Rt",Non in inventario,3004,3004,unchanged,7,0
FSP:GATS63Z00ITSV2,"SP XTEND 12M OS,24X7,4H R",Non in inventario,3004,3004,unchanged,7,0
FSP:GB3S20Z00ITMB3,"Estensione della garanzia a 3 anni ON-SITE, lun-ven 9.00-18.",Non in inventario,3005,3005,unchanged,13,0
FSP:GBTS00Z00ITSV2,"Support Pack Prolongation of 12 months On-Site Service, 9x5,",Non in inventario,3004,3004,unchanged,10,0
FSP:GBTS20Z00ITSV2,"FSP:GBTS20Z00ITSV2 __ SP XTEND 12M OS,9X5,NBD RT",Non in inventario,3004,3004,unchanged,9,0
FSP:GD3S63Z00ITSV2,"SP 3y OS,24x7,4h RT",Non in inventario,3004,3004,unchanged,6,0
FSP:GP3S60Z00ITSV2,"TP 3y OS,9x5,4h Rt",Inventario,3004,3004,unchanged,6,0
FS-RF-1003-B,"APC NetShelter Pod Containment, Roof Filler Panel Set, 4 ft Aisle",Inventario,17001,17001,unchanged,11,0
FS-RF-2007-U,"APC NetShelter Pod Containment, 4 ft Aisle Simple Roof Panel, 300 mm",Inventario,17001,17001,unchanged,12,0
FS-RF-2008-U,"APC NetShelter Pod Containment, 4 ft Aisle Simple Roof Panel, 600 mm",Inventario,17001,17001,unchanged,12,0
FS-VMW-2-SW-K9,"CISCO FireSIGHT Management Center,(VMWare) for 2 devices",Inventario,6001,6001,unchanged,8,0
FSWB-C,FIBER OPTIC CLEANING SWAB,Inventario,1008,1008,unchanged,4,0
FS-WI-1001-U,"APC NetShelter Pod Containment, Window Panel, Set of 2, 2 ft",Inventario,17001,17001,unchanged,11,0
FS-WI-1002-B,"APC NetShelter Pod Containment, Window Rail",Inventario,17001,17001,unchanged,6,0
FS-WI-1003-B,"APC NetShelter Pod Containment, Window Frame Brush Strips, Set of 4",Inventario,17001,17001,unchanged,11,0
FT-802,MEDIA CONVERTER 10/100 TX - 100 FX,Inventario,2006,2006,unchanged,7,0
FT-802S35,10/100Base-TX to 100Base-FX (SC) Bridge Media Converter,Inventario,2006,2006,unchanged,10,0
FTD-V-5S-BSE-K9,"Cisco Firepower TD Virtual Base Lic, 100 Mbps",Non in inventario,6001,6001,unchanged,8,0
FTD-V-5S-TMC,"Cisco Firepower TD Virtual TP, Malware & URL Lic, 100 Mbps",Non in inventario,6001,6001,unchanged,10,0
FTDV-SEC-SUB,Cisco Firepower TD Virtual Subscription,Non in inventario,6001,6001,unchanged,5,0
FTK-200-5,"Five pieces one-time password token, time based password generator. Perpetual license, Compatible wi",Inventario,6007,6007,unchanged,14,0
FTK-200B-100,"One hundred pieces one-time password token, time based password generator. Perpetual license,",Inventario,6007,6007,unchanged,13,0
FTLX8571D3BCL,Hewlett Packard Enterprise 10GBE SFP+ FINISAR,Inventario,2005,2005,unchanged,6,0
FTLX8574D3BCL.P,10Gb/s 850nm Multimode Datacom SFP+ Transceiver,Inventario,3035,3035,unchanged,7,0
FTM-ELIC-10,"Software one-time password tokens for iOS, Android",Inventario,6007,6007,unchanged,8,0
FTM-ELIC-100,"Software one-time password tokens for iOS, Android and Windows Phone mobile devices. Perpetual licen",Inventario,6007,6007,unchanged,15,0
FTM-ELIC-20,"Software one-time password tokens for iOS, Android and Windows Phone mobile devices. Perpetual licen",Inventario,6007,6007,unchanged,15,0
FTM-ELIC-200,"Software one-time password tokens for iOS, Android and Windows Phone mobile devices. Perpetual licen",Inventario,6007,6007,unchanged,15,0
FTM-ELIC-25,"Software one-time password tokens for iOS, Android and Windows Phone mobile devices. Perpetual licen",Inventario,6007,6007,unchanged,15,0
FTM-ELIC-5,"SOFTWARE ONE-TIME PASSWORD TOKENS FOR iOS, ANDROID AND WINDO",Inventario,6007,6007,unchanged,10,0
FTM-ELIC-50,"Software one-time password tokens for iOS, Android and Windows Phone mobile devices",Inventario,6007,6007,unchanged,13,0
FTM-ELIC-500,"Software one-time password tokens for iOS, Android and Windows Phone mobile devices. Perpetual licen",Inventario,6007,6007,unchanged,15,0
FTS:HP08NS20SE1379,"OS,9x5,NBD Rt s/n YMBQ004361",Inventario,3004,3004,unchanged,7,0
FTS:HP12NS20SE0135,"12 mesi OS,9x5,NBD Rt",Inventario,3004,3004,unchanged,6,0
FTS:HP12NS20SE0136,"FSP:GBTS20Z00ITSV2 __ SP XTEND 12M OS,9X5,NBD RT",Non in inventario,3004,3004,unchanged,9,0
FTS:HP12NS20SE1514,"Post Warranty FINIX 12 mesi OS,9x5,NBD Rt",Non in inventario,3004,3004,unchanged,9,0
FTS:HP12NS60SE0086,"PRIMERGY RX- TX- Mono Server 12 mesi OS,9x5,4h Rt",Inventario,3004,3004,unchanged,11,0
FTS:HP12NS60SE0087,"PRIMERGY BX- CX- RX- TX- Dual Server 12 mesi OS,9x5,4h Rt",Inventario,3004,3004,unchanged,13,0
FTS:HP12NS63SE0064,"PRIMERGY BX- CX- RX- TX- Dual Server 12 mesi OS,24x7,4h Rt",Inventario,3004,3004,unchanged,13,0
FTS:HP13NS20SE1378,"Rinnovo Fujitsu OS,9x5,NBD Rt s/n YMBQ004360",Inventario,3004,3004,unchanged,9,0
FTS:HP14NS20SE1488,"Post Warranty Finix OS,9x5,NBD Rt",Non in inventario,3004,3004,unchanged,7,0
FTS:HP16NS20SV2161,"PY RX2540 M4 8x 2,5 OS,9x5,NBD Rt",Non in inventario,3004,3004,unchanged,10,0
FTS:IP00NI00IT0579,FTS:IP00NI00IT0579 - DRP PER VERIFICA TECNICA IN CASO DI MACCHINA FUORI GARANZI,Non in inventario,3004,3004,unchanged,12,0
FTS:MAINTENANCE,12 MESI OS 9X5XNBD,Non in inventario,3004,3004,unchanged,4,0
FTXM35R,UNITA' INTERNA DAIKIN POMPA DI CALORE (FREDDO 3.5KW / CALDO 4KW),Inventario,99001,99001,unchanged,11,0
FUFG21201,BATTERIE 12V 12AH,Inventario,17005,17005,unchanged,3,0
FV51W,Dell Wyse 3040,Inventario,3004,3004,unchanged,3,0
FW2150,penna pulitore fibra ottica,Inventario,1002,1002,unchanged,4,0
FW2ELQ1Q1NNM001,OM5+ Sig Core 2f 1.6mm PC LSZH PushPull LC/PushPull LC Std Polarity Ult 1mt,Inventario,1008,1008,unchanged,16,0
FW2ELQ1Q1NNM002,OM5+ Sig Core 2f 1.6mm PC LSZH PushPull LC/PushPull LC Std Polarity Ult 2mt,Inventario,1008,1008,unchanged,16,0
FW2ELQ1Q1NNM003,OM5+ Sig Core 2f 1.6mm PC LSZH PushPull LC/PushPull LC Std Polarity Ult 3mt,Inventario,1008,1008,unchanged,16,0
FW2ELQ1Q1NNM005,OM5+ Sig Core 2f 1.6mm PC LSZH PushPull LC/PushPull LC Std Polarity Ult 5mt,Inventario,1008,1008,unchanged,16,0
FW3L3T_3OS3PS,3Y Basic Onsite to 3Y ProSpt,Non in inventario,3005,3005,unchanged,6,0
FW-55BZ40H,Monitor Sony Pro,Inventario,4009,4009,unchanged,3,0
FW-55BZ40L,"Monitor D-LED 55"", 3840x2160, 700 cd/mq",Inventario,4009,4009,unchanged,8,0
FW-65BZ35L,"Monitor D-LED 65"", 3840x2160, 550 cd/mq NEW",Inventario,4009,4009,unchanged,9,0
FW-7455-LTE-GN,FW Switching Load for 7455 Generic - Europe,Inventario,2002,2002,unchanged,7,0
FW-75BZ35L,"monitor D-LED 75"", (3840x2160), 550 cd/mq",Inventario,4009,4009,unchanged,8,0
FW-75BZ40H,BRAVIA PRO 75 pollici,Inventario,4009,4009,unchanged,4,0
FW-85BZ35L,"Monitor Sony 85""",Inventario,4009,4009,unchanged,3,0
FW-85BZ40H,BRAVIA PRO 85 pollici,Inventario,4009,4009,unchanged,4,0
FWB-VM02,"FWB-VM02 virtual appliance for VMware ESX/ESXi,",Inventario,6007,6007,unchanged,8,0
FWD42PV1S,"FWD42PV1S DISPLAY PIATTO SONY 42""",Inventario,4008,4008,unchanged,5,0
FWENMC3P-ST2Y-DIGI,"NMC3 for Easy UPS, 3-Phase - 2 Year Secure NMC Subscription",Inventario,17001,17001,unchanged,11,0
FWENMC3P-ST6Y-DIGI,apc,Inventario,17001,17001,unchanged,1,0
FWF-40F-E,"5 x GE RJ45 ports (including , 1 x WAN Port, 4 x Internal Ports), Wireless (802.11a/b/g/n/ac) Region",Inventario,6007,6007,unchanged,22,1
FWF-40F-E-BDL-950-36,FortiWiFi-40F Hardware plus 3 Year 24x7 FortiCare and FortiGuard Unified Threat Protection (UTP),Inventario,6007,6007,unchanged,14,0
FWME1BL,"Opticom® Wall Mount Fiber Enclosure, Black, 1 FAP/Cassette Slot",Inventario,1008,1008,unchanged,10,0
FW-VA-1117-39T,1117 (A&M) VDSL2/ADSL2+ Firmware for Multimode DSL products,Inventario,2003,2003,unchanged,10,0
FX0020959,GWB BANDELLA IN TESSUTO,Inventario,1002,1002,unchanged,4,0
FX00545676,DUOBLADE TASSELLO DA CARTONGESSO+ VITE,Inventario,1002,1002,unchanged,5,0
FX00570021,SX 6 S TASSELLO IN NYLON,Inventario,1002,1002,unchanged,6,0
FX0079815,ED 18 CHIODO A PERCUSSIONE,Inventario,1002,1002,unchanged,5,0
FX1BN3NNNSNM001,"OM3,1-Fiber,SC,900Âµm,Buffd,PC,No,1M",Inventario,1008,1008,unchanged,10,0
FX-I350-012,"4K Premium High Speed HDMI AOC Fiber Optic Cable - 12.5m, Silver",Inventario,4009,4009,unchanged,12,0
FX-I540-010,FiberX USB3 Type A - Type A 10m,Inventario,4009,4009,unchanged,7,0
FXTYL7E7EAAM030,OM4 12 Fiber Small Diameter Indoor Trunk LSZH MPO Female To,Inventario,1008,1008,unchanged,11,0
FY280719,DE4-14 DERIV. 4DER.5-2400,Inventario,1002,1002,unchanged,6,0
FY287189,"CF50B CONN. F AVVITARE 5,0MM",Inventario,1002,1002,unchanged,6,0
FY287264,SUPUNIVERSAL SUPPORT PARABOLA UNIVE,Inventario,1002,1002,unchanged,4,0
FY289085,CA75F CARICO F 75 OHM,Inventario,1002,1002,unchanged,5,0
FY289700,PAS4025202 CAVO PVC 5MM 200MT,Inventario,1002,1002,unchanged,5,0
FY9UL77A005M020,"Singlemode 24-Fiber Indoor Small Diameter Trunk, LSZH, PanMPO Female with 1 m breakout to PanMPO Fem",Inventario,1008,1008,unchanged,17,0
FY9UL77A005M025,"FY9UL77A005M025 Singlemode 24-Fiber Indoor Small Diameter Trunk, LSZH, PanMPO Female with 1 m",Inventario,1008,1008,unchanged,14,0
FY9UL77A005M030,"FY9UL77A005M030 Singlemode 24-Fiber Indoor Small Diameter Trunk, LSZH, PanMPO Female with 1 m",Inventario,1008,1008,unchanged,14,0
FY9UL77A005M040,Singlemode 24-Fiber Indoor Small D,Inventario,1008,1008,unchanged,6,0
FY9UL77A005M050,Singlemode 24-Fiber Ind,Inventario,1008,1008,unchanged,4,0
FY9UL77A005M065,"Singlemode 24-Fiber Indoor Small Diameter Trunk, LSZH, PanMPO Female with 1 m breakout to Pan",Inventario,1008,1008,unchanged,16,0
FYWTL77X005M130,"OM5 12 fibre, trunk da interno a piccolo diametro, LSZH, PanMPO femmina con breakout da 1 m a PanMPO",Inventario,1008,1008,unchanged,19,1
FYWUL77X005M055,"OM5 24-Fiber Indoor Small Diameter Trunk,",Inventario,1008,1008,unchanged,7,0
FYWUL77X005M070,"OM5 24-Fiber Indoor Small Diameter Trunk,",Inventario,1008,1008,unchanged,7,0
FYZUB77Y006M010,"OM4 24-Fiber Indoor Small Diameter Trunk, B2ca, PanMPO Female , Polarity B, Optimized IL, 10 M",Inventario,1008,1008,unchanged,16,0
FYZUL77X005M015,FYZUL77X005M015 OM4 24 Fiber Indoor Small Diameter Trunk 15m,Inventario,1008,1008,unchanged,9,0
FYZUL77X005M020,OM4 24 Fiber Indoor Small Diameter Trunk 20m,Inventario,1008,1008,unchanged,8,0
